anatomy,acceleration,metric,competitor,n_slices,mean_ours,mean_competitor,median_diff,ci95_low,ci95_high,median_diff_pp,ci95_low_pp,ci95_high_pp,cohens_d,d_ci_low,d_ci_high,rank_biserial,wilcoxon_p,ttest_p,direction
pdfs_knee,12,psnr,diffusion+loupe,270,34.35050613975095,33.437178812071934,0.9597406397005042,0.8697803447604215,1.0275003829687819,,,,1.7825519687752907,1.5897886711429803,1.9739356847283964,0.9983053163864972,6.958768830592343e-46,1.1676246159336271e-85,ours_better
pdfs_knee,16,psnr,diffusion+loupe,270,33.85191531315195,33.128676636215395,0.7538062852926934,0.6807443248740128,0.8212240620754212,,,,1.6124450922765339,1.4307184309212948,1.7927858950508209,0.992893262265956,2.087434060514176e-45,5.991331724731547e-77,ours_better
pdfs_knee,20,psnr,diffusion+loupe,270,33.47182244591825,32.88123587632034,0.6133116687255296,0.5553185804197219,0.6737627606015693,,,,1.4612609447042095,1.2889344206553144,1.6322055919848808,0.9791171245045783,3.3297443845136515e-44,7.449648431922161e-69,ours_better
pdfs_knee,4,psnr,diffusion+poisson,270,36.51171452580214,36.11525313249649,0.3789744478763808,0.3322260690556931,0.4059879268868549,,,,1.6800511567751395,1.493992163869777,1.8647256574225026,0.999726663933306,5.209700576086055e-46,1.839855776499433e-80,ours_better
pdfs_knee,8,psnr,diffusion+poisson,270,35.0824494843426,34.4326261951213,0.6241254535007386,0.5217973238456466,0.6855212328422233,,,,1.4998570665184883,1.3251710186622714,1.6731591594096833,0.9871532048653819,6.649679950701377e-45,5.954332784166814e-71,ours_better
pdfs_knee,12,psnr,diffusion+poisson,270,34.35050613975095,33.4139587499614,0.902586791236935,0.8039364670995894,0.9972674735636602,,,,1.5765370809049004,1.3970804028030825,1.7546078928381077,0.9865518655186551,7.504962135486143e-45,4.682056908440815e-75,ours_better
pdfs_knee,16,psnr,diffusion+poisson,270,33.85191531315195,32.729240458914354,1.1022048269468563,1.0222693844164787,1.1801373222570228,,,,1.6553692157847444,1.4709005090191902,1.8384527398015067,0.9886838868388684,4.885395656533981e-45,3.463010401261001e-79,ours_better
pdfs_knee,20,psnr,diffusion+poisson,270,33.47182244591825,32.457128048489764,0.9943033543249591,0.8948795599482011,1.1784981668617185,,,,1.5959838246700997,1.4153005435027803,1.7752811776271349,0.9826704933716004,1.6359036092269985e-44,4.3950319692807363e-76,ours_better
pdfs_knee,4,ssim,diffusion+loupe,270,0.8742682442222222,0.8574251758888889,0.015722150000000046,0.01367489999999999,0.01775973000000003,1.5722150000000046,1.367489999999999,1.775973000000003,1.8070866745130503,1.6126959127054286,2.0000994570247674,1.0,4.9273748175044165e-46,7.0174442267049505e-87,ours_better
pdfs_knee,8,ssim,diffusion+loupe,270,0.8349282056296297,0.8209451127037038,0.013170249999999994,0.010967299999999958,0.01514125000000005,1.3170249999999994,1.0967299999999958,1.514125000000005,1.2952471657266882,1.132718050629406,1.4564138421229376,0.9582889162224956,2.0386131781785534e-42,1.3116742600160893e-59,ours_better
pdfs_knee,12,ssim,diffusion+loupe,270,0.8135460052592592,0.804063602888889,0.00942047500000004,0.007747030000000044,0.011394960000000065,0.9420475000000039,0.7747030000000044,1.1394960000000065,0.918460878264855,0.77556292371354,1.0601340417029221,0.801503348366817,3.47364044967065e-30,1.0558708796750716e-37,ours_better
pdfs_knee,16,ssim,diffusion+loupe,270,0.7987709382592593,0.7932171363703703,0.006159950000000025,0.0045183349999999844,0.007551148000143542,0.6159950000000025,0.45183349999999844,0.7551148000143542,0.5926891934728604,0.46285884383728626,0.7215749643637607,0.5892305589722564,4.75330411685806e-17,2.150227441721398e-19,ours_better
pdfs_knee,20,ssim,diffusion+loupe,270,0.7874162242962963,0.7847634174074074,0.003668750000000054,0.0026657350000000024,0.0049753700000000345,0.3668750000000054,0.26657350000000024,0.49753700000000345,0.30804796454460576,0.18568992011449956,0.4298583737902635,0.3420800874675413,1.1026078189517544e-06,7.712638891435234e-07,ours_better
pdfs_knee,4,ssim,diffusion+poisson,270,0.8742682442222222,0.8696629533333333,0.004105054999999969,0.003446244999999959,0.004781099999999983,0.41050549999999686,0.3446244999999959,0.47810999999999826,1.1888738052518708,1.0322879133162783,1.3441208034358105,0.9498701653683204,1.0491014901198118e-41,1.6225668333253774e-53,ours_better
pdfs_knee,8,ssim,diffusion+poisson,270,0.8349282056296297,0.8281001507037038,0.005811589999999978,0.004470405000000011,0.007808090000000045,0.5811589999999978,0.44704050000000106,0.7808090000000045,0.7557824579289854,0.6199426578498201,0.8905149281965304,0.7039223725570589,1.1687773330265393e-23,2.6966733087910806e-28,ours_better
pdfs_knee,12,ssim,diffusion+poisson,270,0.8135460052592592,0.8036594312592593,0.009255200000000019,0.0076838249999999775,0.011981219999999959,0.9255200000000019,0.7683824999999977,1.198121999999996,0.7648469764581196,0.6286404304634138,0.8999385169354792,0.7067104004373377,7.812496811735581e-24,8.245406462435845e-29,ours_better
pdfs_knee,16,ssim,diffusion+poisson,270,0.7987709382592593,0.7861309946666667,0.011807184999999942,0.009970999999999952,0.014768299999999956,1.1807184999999942,0.9970999999999952,1.4768299999999956,0.8276020435518114,0.68876817554969,0.9652715273106874,0.7507175071750718,1.1003925985772203e-26,2.07039901388123e-32,ours_better
pdfs_knee,20,ssim,diffusion+poisson,270,0.7874162242962963,0.7755339315925927,0.010935525000000001,0.008786549999999949,0.0148625,1.0935525000000001,0.8786549999999949,1.48625,0.7138973458728066,0.5797089587905853,0.8470157034497332,0.674074074074074,7.909309512617576e-22,6.120017960600988e-26,ours_better
t2_brain,4,nrmse,diffusion+loupe,280,0.08987365860009938,0.09142298405965002,0.0010831554318574549,0.0008300110092537977,0.0013520326503027036,,,,0.7517756049874621,0.6185529854706298,0.8839338338842214,0.7073716319267921,1.0679415424791074e-24,4.755583082163892e-29,ours_better
t2_brain,8,nrmse,diffusion+loupe,280,0.10402096032334507,0.10822336180693805,0.0030294135336595,0.0024180902961986883,0.004623207580061191,,,,0.9110310340220347,0.77105805492686,1.0498273407338985,0.8514489069649211,4.891831767915879e-35,1.375904651979764e-38,ours_better
t2_brain,12,nrmse,diffusion+loupe,280,0.1112651353573688,0.11650490831298183,0.004037509349261455,0.003357269653749358,0.005429484297996896,,,,1.0203127132481524,0.8751983388547255,1.1641944776444313,0.9298932384341637,1.8543271789682723e-41,3.077585404194637e-45,ours_better
