anatomy,acceleration,metric,competitor,n_slices,mean_ours,mean_competitor,median_diff,ci95_low,ci95_high,median_diff_pp,ci95_low_pp,ci95_high_pp,cohens_d,d_ci_low,d_ci_high,rank_biserial,wilcoxon_p,ttest_p,direction
all_knee,4,ssim,modl+loupe,551,0.9211984489655172,0.9056973468058077,0.01070945000000001,0.008441799999999944,0.01330695000000004,1.070945000000001,0.8441799999999944,1.330695000000004,1.0199203837290107,0.9166373283487103,1.1225775001316822,0.9742365659275626,2.2636786889022014e-87,2.535257196590557e-87,ours_better
all_knee,8,ssim,modl+loupe,551,0.8918415107078039,0.8754240981125226,0.008571959999999934,0.0054571400000000825,0.011345400000000061,0.8571959999999934,0.5457140000000082,1.134540000000006,0.7413922812063345,0.6468350764273681,0.8354135485594375,0.7547805044845998,3.512067405683175e-53,2.3054358134348483e-54,ours_better
all_knee,12,ssim,modl+loupe,551,0.8755146583484574,0.8573523843375681,0.008904100000000081,0.006826760000000043,0.011877099999999974,0.8904100000000081,0.6826760000000043,1.1877099999999974,0.7608298067323894,0.6657295487123848,0.8553859051755939,0.8098845314185013,5.90467568743107e-61,1.329279007944604e-56,ours_better
all_knee,16,ssim,modl+loupe,551,0.8638274133938294,0.8449681443375681,0.009089450000000054,0.007414169999999998,0.011860189999999937,0.9089450000000054,0.7414169999999998,1.1860189999999937,0.7564196389141556,0.6614435323545383,0.8508534237725319,0.8091217549120177,7.629946139664431e-61,4.2955537183874e-56,ours_better
all_knee,20,ssim,modl+loupe,551,0.8538204821960073,0.8371383361343012,0.007145969999999946,0.005976440000000083,0.009198269999999953,0.7145969999999946,0.5976440000000083,0.9198269999999953,0.7001963918353127,0.6067541764831855,0.7931211507206207,0.74941476630106,1.877425015163982e-52,1.1257524634269168e-49,ours_better
all_knee,4,ssim,modl+poisson,551,0.9211984489655172,0.9101203030490018,0.00602674000000003,0.0038643400000000216,0.008532899999999954,0.602674000000003,0.38643400000000216,0.8532899999999954,0.7996883199006133,0.7034707476656034,0.8953462299823142,0.7889081774902023,6.233066414126453e-58,4.019045381479952e-61,ours_better
all_knee,8,ssim,modl+poisson,551,0.8918415107078039,0.8797761392196007,0.0030765400000000165,0.0022755999999999332,0.006293959999999932,0.30765400000000165,0.22755999999999332,0.6293959999999932,0.6277754831248767,0.5361703412494082,0.7188992170282825,0.5627252163391988,2.5033426320357567e-30,1.1515282211763728e-41,ours_better
all_knee,12,ssim,modl+poisson,551,0.8755146583484574,0.8598505890381125,0.004964709999999983,0.0033178999999999848,0.009216439999999992,0.49647099999999833,0.3317899999999985,0.9216439999999992,0.6434522479130018,0.5514631068492385,0.7349517874926321,0.6001209921355112,2.9188024360549483e-34,2.2717790259921192e-43,ours_better
all_knee,16,ssim,modl+poisson,551,0.8638274133938294,0.8489786539201453,0.005519269999999965,0.0035482599999999698,0.008478299999999939,0.5519269999999965,0.354825999999997,0.8478299999999939,0.6051557856625764,0.5140910550786556,0.6957513138667157,0.580091533180778,4.0081631958284187e-32,3.0849227273821676e-39,ours_better
all_knee,20,ssim,modl+poisson,551,0.8538204821960073,0.8405679452994554,0.003970600000000046,0.0024993599999999505,0.006826149999999975,0.39706000000000463,0.24993599999999505,0.6826149999999975,0.5292235104350814,0.4398514006173389,0.6181707122528416,0.47539388200636523,4.1055352570075654e-22,2.0940897877300953e-31,ours_better
pd_knee,4,ssim,modl+loupe,281,0.9692915774377224,0.9583945708185052,0.008021399999999956,0.007158039999999977,0.008744099999999921,0.8021399999999956,0.7158039999999977,0.8744099999999921,1.3401659376685067,1.1783269097146234,1.5006890013103895,1.0,7.808561906109309e-48,1.3105645803075817e-64,ours_better
pd_knee,8,ssim,modl+loupe,281,0.9498109047330962,0.9390410602135232,0.007912299999999983,0.007384550000000045,0.008414900000000003,0.7912299999999983,0.7384550000000045,0.8414900000000003,1.0600156035784303,0.9132037954866032,1.2055826687480762,0.9924282577421064,3.8678253385833685e-47,8.101543837920126e-48,ours_better
pd_knee,12,ssim,modl+loupe,281,0.9365340986476869,0.9260056860498221,0.00865915000000006,0.00804916,0.00948389999999999,0.865915000000006,0.804916,0.948389999999999,1.053176580986584,0.9067052680829367,1.1984058651459126,0.9848565154842129,1.892899307582119e-46,2.117221423920308e-47,ours_better
pd_knee,16,ssim,modl+loupe,281,0.9276233296797153,0.9157609192882562,0.010889260000000012,0.010090409999999994,0.011670969999999947,1.0889260000000012,1.0090409999999994,1.1670969999999947,1.1933630659989114,1.0396488344686823,1.3457896888072225,0.9752151636758285,1.405173895992395e-45,6.717238631051983e-56,ours_better
pd_knee,20,ssim,modl+loupe,281,0.9179918834875446,0.9053311962989324,0.012270400000000015,0.011551800000000001,0.013196540000000034,1.2270400000000015,1.15518,1.3196540000000034,1.3983665444667344,1.2331708135295525,1.5622394888521383,0.981575427172459,3.7528395367357796e-46,5.448058252824198e-68,ours_better
pd_knee,4,ssim,modl+poisson,281,0.9692915774377224,0.9650959655516015,0.0025527399999999423,0.0023084599999999567,0.002831499999999987,0.2552739999999942,0.23084599999999567,0.2831499999999987,0.7406596999716126,0.6081099711274772,0.8721581354866403,0.8995482193786124,4.851864253527158e-39,1.708472452224815e-28,ours_better
